key	en	es	state	batch	reviewer	rev_date	qupath_ver	issues	notes
ViewerActions.detachViewer.description	Detach the selected viewer from the viewer grid, into its own window	Desacoplar el visor seleccionado de la cuadrícula de visores, en su propia ventana	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ViewerActions.attachViewer	Attach viewer to grid	Acoplar el visor a la cuadrícula	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ViewerActions.attachViewer.description	Add the detached viewer back to the viewer grid (if there is space for it)	Devolver el visor desacoplado a la cuadrícula de visores (si hay espacio para él)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ViewerActions.zoomToFit	Zoom to fit	Ajustar zoom a la ventana	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ViewerActions.zoomToFit.description	Adjust zoom for all images to fit the entire image in the viewer	Ajustar el zoom de todas las imágenes para que la imagen completa quepa en el visor	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ViewerActions.grid1x1	Grid 1 x 1 (single viewer)	Cuadrícula 1 x 1 (visor único)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ViewerActions.grid1x1.description	Set the viewer grid to contain a single viewer	Configurar la cuadrícula para que contenga un solo visor	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ViewerActions.grid2x1	Grid 2 x 1 (vertical)	Cuadrícula 2 x 1 (vertical)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ViewerActions.grid2x1.description	Set the viewer grid to contain 2 viewers, arranged vertically	Configurar la cuadrícula para que contenga 2 visores dispuestos verticalmente	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ViewerActions.grid1x2	Grid 1 x 2 (horizontal)	Cuadrícula 1 x 2 (horizontal)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ViewerActions.grid1x2.description	Set the viewer grid to contain 2 viewers, arranged horizontally	Configurar la cuadrícula para que contenga 2 visores dispuestos horizontalmente	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ViewerActions.grid2x2	Grid 2 x 2	Cuadrícula 2 x 2	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ViewerActions.grid2x2.description	Set the viewer grid to contain 4 viewers, arranged in a 2x2 grid	Configurar la cuadrícula para que contenga 4 visores dispuestos en una cuadrícula de 2x2	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ViewerActions.grid3x3	Grid 3 x 3	Cuadrícula 3 x 3	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ViewerActions.grid3x3.description	Set the viewer grid to contain 9 viewers, arranged in a 3x3 grid	Configurar la cuadrícula para que contenga 9 visores dispuestos en una cuadrícula de 3x3	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.objectDescriptions	Show object descriptions	Mostrar descripciones de objetos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.objectDescriptions.description	Show descriptions for the currently-selected object, where available.\nDescriptions can be any plain text, markdown or html added as the 'description' property to an object (currently, only annotations are supported).	Mostrar las descripciones del objeto seleccionado, cuando estén disponibles.\nLas descripciones pueden ser texto plano, markdown o html añadidos como propiedad 'description' de un objeto (actualmente solo se admiten anotaciones).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.measureTMA	Show TMA measurements	Mostrar mediciones TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.measureTMA.description	Show a measurement table for tissue microarray (TMA) cores	Mostrar una tabla de mediciones para los cilindros de la matriz de tejidos (TMA)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.measureAnnotations	Show annotation measurements	Mostrar mediciones de anotaciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.measureAnnotations.description	Show a measurement table for annotation objects	Mostrar una tabla de mediciones para los objetos de anotación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.measureDetections	Show detection measurements	Mostrar mediciones de detecciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.measureDetections.description	Show a measurement table for detection objects	Mostrar una tabla de mediciones para los objetos de detección	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.gridViewTMA	Show TMA core grid view	Mostrar vista de cuadrícula de cilindros TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.gridViewTMA.description	Show tissue microarray (TMA) core measurements in a grid view	Mostrar las mediciones de los cilindros de la matriz de tejidos (TMA) en una vista de cuadrícula	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.gridViewAnnotations	Show annotation grid view	Mostrar vista de cuadrícula de anotaciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.gridViewAnnotations.description	Show annotation measurements in a grid view	Mostrar las mediciones de las anotaciones en una vista de cuadrícula	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.showAnalysisPane	Show analysis pane	Mostrar panel de análisis	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.showAnalysisPane.description	Show the analysis pane.\nThis contains the main tabs for managing projects, images and objects.	Mostrar el panel de análisis.\nContiene las pestañas principales para gestionar proyectos, imágenes y objetos.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.showHelp	Show interactive help	Mostrar ayuda interactiva	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.showHelp.description	Show interactive help info based on the cursor location and QuPath's current state	Mostrar información de ayuda interactiva según la posición del cursor y el estado actual de QuPath	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.showLog	Show log	Mostrar registro	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.showLog.description	Show the log.\nThis is very helpful for identifying and debugging errors.\nIf you wish to report a problem using QuPath, please check the log for relevant information to provide.	Mostrar el registro.\nEs muy útil para identificar y depurar errores.\nSi desea notificar un problema con QuPath, revise el registro para aportar la información pertinente.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.showPrefPane	Preferences...	Preferencias...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.showPrefPane.description	Set preferences to customize QuPath's appearance and behavior	Configurar las preferencias para personalizar la apariencia y el comportamiento de QuPath	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.showBrightnessContrast	Brightness/Contrast	Brillo/Contraste	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.showBrightnessContrast.description	Show the brightness & contrast dialog.\nThis is also used to adjust channels and colors.\nIt makes it possible to change how the image is displayed, but does not change the image itself.	Mostrar el cuadro de diálogo de brillo y contraste.\nTambién se usa para ajustar canales y colores.\nPermite cambiar cómo se muestra la imagen, pero no modifica la imagen en sí.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.showCountingTool	Counting tool	Herramienta de recuento	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.showCountingTool.description	Show the counting pane.\nThis is used when annotating with the 'Point' tool.	Mostrar el panel de recuento.\nSe utiliza al anotar con la herramienta 'Puntos'.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.showPointConvexHull	Show point convex hull	Mostrar envolvente convexa de puntos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.showPointConvexHull.description	Show the convex hull for point annotations.\nThis helps identify the region containing points - and find any points in unexpected places.	Mostrar la envolvente convexa de las anotaciones de puntos.\nAyuda a identificar la región que contiene los puntos y a encontrar puntos en lugares inesperados.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.addTMANote	Add TMA note	Añadir nota TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
CommonActions.addTMANote.description	Add a note to a selected tissue microarray (TMA) core.	Añadir una nota a un cilindro seleccionado de la matriz de tejidos (TMA).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.File	File	Archivo	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.File.Project	Project	Proyecto	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.File.ExportImage	Export images...	Exportar imágenes...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.File.ExportSnapshot	Export snapshot...	Exportar captura...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.File.TMA	TMA data	Datos TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.createProject	Create project...	Crear proyecto...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.createProject.description	Create a new project.\nUsually it's easier just to drag an empty folder onto QuPath to create a project, rather than navigate these menus.	Crear un proyecto nuevo.\nNormalmente es más sencillo arrastrar una carpeta vacía sobre QuPath para crear un proyecto que navegar por estos menús.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.openProject	Open project...	Abrir proyecto...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.openProject.description	Open an existing project.\nUsually it's easier just to drag a project folder onto QuPath to open it, rather than bother with this command.	Abrir un proyecto existente.\nNormalmente es más sencillo arrastrar la carpeta del proyecto sobre QuPath para abrirlo que usar este comando.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.closeProject	Close project	Cerrar proyecto	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.closeProject.description	Close the current project, including any images that are open.	Cerrar el proyecto actual, incluidas todas las imágenes abiertas.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.addImages	Add images...	Añadir imágenes...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.addImages.description	Add images to the current project.\nYou can also add images by dragging files onto the main QuPath window.	Añadir imágenes al proyecto actual.\nTambién puede añadir imágenes arrastrando archivos sobre la ventana principal de QuPath.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.exportImageList	Export image list...	Exportar lista de imágenes...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.exportImageList.description	Export a list of the image paths for images in the current project.	Exportar una lista con las rutas de las imágenes del proyecto actual.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.editMetadata	Edit project metadata...	Editar metadatos del proyecto...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.editMetadata.description	Edit the metadata for the current project.\nBy adding key-value properties to images, they can be sorted and queried more easily.	Editar los metadatos del proyecto actual.\nAñadiendo propiedades clave-valor a las imágenes, estas pueden ordenarse y consultarse más fácilmente.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.checkUris	Check project URIs	Comprobar los URI del proyecto	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.checkUris.description	Check the 'Uniform Resource Identifiers' for images in the current project.\nThis basically helps fix things whenever files have moved and images can no longer be found.	Comprobar los 'Identificadores Uniformes de Recursos' (URI) de las imágenes del proyecto actual.\nEsto ayuda a corregir la situación cuando los archivos se han movido y las imágenes ya no se encuentran.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.importLegacy	Import images from v0.1.2...	Importar imágenes de la v0.1.2...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.Project.importLegacy.description	Import images from a legacy project (QuPath v0.1.2 or earlier).\nNote that it is generally a bad idea to mix versions of QuPath for analysis, but this can be helpful to recover old data and annotations.\n\nThe original images will need to be available, with the paths set correctly in the project file.	Importar imágenes de un proyecto antiguo (QuPath v0.1.2 o anterior).\nTenga en cuenta que en general no es buena idea mezclar versiones de QuPath para el análisis, pero esto puede ayudar a recuperar datos y anotaciones antiguos.\n\nLas imágenes originales deberán estar disponibles, con las rutas correctamente definidas en el archivo de proyecto.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.TMA.importMap	Import TMA map...	Importar mapa TMA...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.TMA.importMap.description	Import a TMA map, e.g. a grid containing 'Case ID' values for each core	Importar un mapa TMA, por ejemplo una cuadrícula con valores de 'Case ID' para cada cilindro	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.TMA.exportData	Export TMA data...	Exportar datos TMA...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.TMA.exportData.description	Export TMA data for the current image, in a format compatible with the 'TMA data viewer'	Exportar los datos TMA de la imagen actual, en un formato compatible con el 'visor de datos TMA'	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.TMA.dataViewer	Launch TMA data viewer	Abrir el visor de datos TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.TMA.dataViewer.description	Launch the 'TMA data viewer' to visualize TMA core data that was previously exported	Abrir el 'visor de datos TMA' para visualizar datos de cilindros TMA exportados previamente	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.ExportImage.original	Original pixels...	Píxeles originales...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.ExportImage.original.description	Export an image region, by extracting the pixels from the original image	Exportar una región de la imagen, extrayendo los píxeles de la imagen original	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.ExportImage.rendered	Rendered RGB (with overlays)...	RGB renderizado (con superposiciones)...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.ExportImage.rendered.description	Export an image region, as an RGB image matching how it is displayed in the viewer	Exportar una región de la imagen como imagen RGB, tal y como se muestra en el visor	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.ExportSnapshot.windowScreenshot	Main window screenshot...	Captura de la ventana principal...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.ExportSnapshot.windowScreenshot.description	Export the area of the screen corresponding to the main QuPath window to the clipboard.\nThis includes any additional overlapping windows and dialog boxes.	Exportar al portapapeles el área de la pantalla correspondiente a la ventana principal de QuPath.\nIncluye cualquier ventana o cuadro de diálogo superpuesto.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.ExportSnapshot.windowContent	Main window content...	Contenido de la ventana principal...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.ExportSnapshot.windowContent.description	Export the contents of the main QuPath window to the clipboard.\nThis ignores any additional overlapping windows and dialog boxes.	Exportar al portapapeles el contenido de la ventana principal de QuPath.\nIgnora cualquier ventana o cuadro de diálogo superpuesto.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.ExportSnapshot.viewerContent	Current viewer content...	Contenido del visor actual...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.ExportSnapshot.viewerContent.description	Export the contents of the current viewer to the clipboard.\nNote that this creates an RGB image, which does not necessarily contain the original pixel values.	Exportar al portapapeles el contenido del visor actual.\nTenga en cuenta que se crea una imagen RGB, que no contiene necesariamente los valores de píxel originales.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.open	Open...	Abrir...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.open.description	Open an image in the current viewer, using a file chooser.\nYou can also just drag the file on top of the viewer.	Abrir una imagen en el visor actual mediante un selector de archivos.\nTambién puede arrastrar el archivo sobre el visor.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.openUri	Open URI...	Abrir URI...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.openUri.description	Open an image in the current viewer, by entering the path to the image.\nThis can be used to add images that are not represented by local files (e.g. hosted by OMERO), but beware that a compatible image reader needs to be available to interpret them.	Abrir una imagen en el visor actual introduciendo su ruta.\nPuede usarse para añadir imágenes que no se corresponden con archivos locales (p. ej. alojadas en OMERO), pero tenga en cuenta que debe existir un lector de imágenes compatible para interpretarlas.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.reloadData	Reload data	Recargar datos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.reloadData.description	Reload any previously-saved data for the current image.\nThis provides a more dramatic form of 'undo' (albeit without any 'redo' option).	Recargar los datos guardados previamente para la imagen actual.\nEsto proporciona una forma más drástica de 'deshacer' (aunque sin opción de 'rehacer').	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.save	Save	Guardar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.save.description	Save a .qpdata file for this image.\nThis command is best used within projects, where QuPath will choose the location to save the file.	Guardar un archivo .qpdata para esta imagen.\nEste comando se usa mejor dentro de proyectos, donde QuPath elegirá la ubicación en la que guardar el archivo.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.saveAs	Save As...	Guardar como...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.saveAs.description	Save a .qpdata file for this image, specifying the file path.\nWarning! It is usually much better to use projects instead, and allow QuPath to decide where to store your data files.	Guardar un archivo .qpdata para esta imagen, especificando la ruta.\n¡Atención! Normalmente es mucho mejor usar proyectos y dejar que QuPath decida dónde almacenar los archivos de datos.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.importObjects	Import objects from file...	Importar objetos desde archivo...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.importObjects.description	Import objects from GeoJSON or .qpdata files	Importar objetos desde archivos GeoJSON o .qpdata	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.exportGeoJSON	Export objects as GeoJSON...	Exportar objetos como GeoJSON...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.exportGeoJSON.description	Export objects in GeoJSON format to file	Exportar objetos a un archivo en formato GeoJSON	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.quit	Quit	Salir	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.File.quit.description	Quit QuPath	Salir de QuPath	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Edit	Edit	Editar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Edit.Copy	Copy to clipboard	Copiar al portapapeles	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.undo	Undo	Deshacer	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.undo.description	Undo the last action for the current viewer.\nNote QuPath's undo is limited, and turns itself off (for performance reasons) when many objects are present.\nThe limit can be adjusted in the preferences.	Deshacer la última acción en el visor actual.\nTenga en cuenta que la función de deshacer de QuPath es limitada y se desactiva por sí misma (por motivos de rendimiento) cuando hay muchos objetos presentes.\nEl límite puede ajustarse en las preferencias.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.redo	Redo	Rehacer	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.redo.description	Redo the last action for the current viewer.	Rehacer la última acción en el visor actual.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.Copy.selectedObjects	Selected objects	Objetos seleccionados	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.Copy.selectedObjects.description	Copy the selected objects to the system clipboard as GeoJSON	Copiar los objetos seleccionados al portapapeles del sistema en formato GeoJSON	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.Copy.annotationObjects	Annotation objects	Objetos de anotación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.Copy.annotationObjects.description	Copy all annotation objects to the system clipboard as GeoJSON	Copiar todos los objetos de anotación al portapapeles del sistema en formato GeoJSON	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.Copy.currentViewer	Current viewer	Visor actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.Copy.currentViewer.description	Copy the contents of the current viewer to the clipboard.\nNote that this creates an RGB image, which does not necessarily contain the original pixel values.	Copiar el contenido del visor actual al portapapeles.\nTenga en cuenta que se crea una imagen RGB, que no contiene necesariamente los valores de píxel originales.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.Copy.mainWindowContent	Main window content	Contenido de la ventana principal	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.Copy.mainWindowContent.description	Copy the contents of the main QuPath window to the clipboard.\nThis ignores any additional overlapping windows and dialog boxes.	Copiar el contenido de la ventana principal de QuPath al portapapeles.\nIgnora cualquier ventana o cuadro de diálogo superpuesto.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.Copy.mainWindowScreenshot	Main window screenshot	Captura de la ventana principal	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.Copy.mainWindowScreenshot.description	Copy the area of the screen corresponding to the main QuPath window to the clipboard.\nThis includes any additional overlapping windows and dialog boxes.	Copiar al portapapeles el área de la pantalla correspondiente a la ventana principal de QuPath.\nIncluye cualquier ventana o cuadro de diálogo superpuesto.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.Copy.fullScreenshot	Full screenshot	Captura de pantalla completa	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.Copy.fullScreenshot.description	Make a screenshot and copy it to the clipboard.	Hacer una captura de pantalla y copiarla al portapapeles.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.paste	Paste	Pegar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.paste.description	Paste the contents of the system clipboard, if possible.\nIf the clipboard contents are GeoJSON objects, the objects will be pasted to the current image.\nOtherwise, any text found will be shown in a the script editor.	Pegar el contenido del portapapeles del sistema, si es posible.\nSi el contenido del portapapeles son objetos GeoJSON, los objetos se pegarán en la imagen actual.\nEn caso contrario, cualquier texto encontrado se mostrará en el editor de scripts.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.pasteToCurrentPlane	Paste objects to current plane	Pegar objetos en el plano actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.pasteToCurrentPlane.description	Paste GeoJSON objects from the system clipboard to the current z-slice and timepoint, if possible.\nNew object IDs will be generated if needed to avoid duplicates.	Pegar objetos GeoJSON del portapapeles del sistema en el corte z y el punto temporal actuales, si es posible.\nSe generarán nuevos identificadores de objeto si es necesario para evitar duplicados.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.resetPreferences	Reset preferences	Restablecer preferencias	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Edit.resetPreference.description	Reset preferences to their default values.\nThis can be useful if you are experiencing any newly-developed persistent problems with QuPath.	Restablecer las preferencias a sus valores predeterminados.\nPuede resultar útil si experimenta problemas persistentes de aparición reciente con QuPath.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Tools	Tools	Herramientas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Classify	Classify	Clasificar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Classify.ObjectClassification	Object classification	Clasificación de objetos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Classify.PixelClassification	Pixel classification	Clasificación de píxeles	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Classify.TrainingImages	Training images	Imágenes de entrenamiento	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Classify.Objects.resetDetectionClassifications	Reset detection classifications	Restablecer clasificaciones de detecciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Classify.Objects.resetDetectionClassifications.description	Reset the classifications of all detections	Restablecer las clasificaciones de todas las detecciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Analyze	Analyze	Analizar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Analyze.Preprocessing	Preprocessing	Preprocesamiento	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Analyze.Tiles	Tiles & superpixels	Teselas y superpíxeles	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Analyze.CellDetection	Cell detection	Detección celular	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Analyze.Features	Calculate features	Calcular características	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Analyze.Spatial	Spatial analysis	Análisis espacial	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Analyze.DensityMaps	Density maps	Mapas de densidad	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Preprocessing.estimateStainVectors	Estimate stain vectors...	Estimar vectores de tinción...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
